377.580000	  0.000000	  0.000000	  0.000000
384.080000	  0.000000	  0.000000	  0.000000
390.590000	  0.000000	  0.000000	  0.000000
397.100000	  0.000000	  0.000000	  0.016111
403.600000	  0.000000	  0.000000	  0.031965
410.100000	  0.000000	  0.000000	  0.043430
416.610000	  0.000000	  0.000000	  0.049424
423.120000	  0.000000	  0.000000	  0.064225
429.620000	  0.000000	  0.000000	  0.073729
436.130000	  0.000000	  0.000000	  0.100799
442.630000	  0.000000	  0.000000	  0.125587
449.140000	  0.000000	  0.000000	  0.151641
455.640000	  0.000000	  0.000000	  0.165068
462.150000	  0.000000	  0.000000	  0.176746
468.650000	  0.000000	  0.000000	  0.202471
475.160000	  0.000000	  0.000000	  0.217156
481.670000	  0.000000	  0.000000	  0.232801
488.170000	  0.000000	  0.000000	  0.231246
494.680000	  0.000000	  0.000000	  0.245608
501.190000	  0.000000	  0.000000	  0.262933
507.700000	  0.000000	  0.000000	  0.286535
514.210000	  0.000000	  0.000000	  0.278947
520.720000	  0.000000	  0.000000	  0.308447
527.230000	  0.000000	  0.000000	  0.328978
533.740000	  0.000000	  0.005528	  0.358066
540.250000	  0.000000	  0.016703	  0.373215
546.760000	  0.000000	  0.054657	  0.409287
553.270000	  0.000000	  0.130529	  0.447831
559.780000	  0.000000	  0.241150	  0.471582
566.290000	  0.000000	  0.359370	  0.492514
572.810000	  0.000000	  0.455423	  0.297630
579.320000	  0.000000	  0.546730	  0.105524
585.830000	  0.000000	  0.602907	  0.041407
592.350000	  0.000000	  0.615571	  0.016475
598.860000	  0.000000	  0.639342	  0.011193
605.380000	  0.000000	  0.688471	  0.012735
611.890000	  0.000000	  0.709658	  0.008785
618.410000	  0.000000	  0.719485	  0.005533
624.920000	  0.000000	  0.721396	  0.003793
631.440000	  0.000000	  0.731367	  0.000000
637.960000	  0.000000	  0.742034	  0.000000
645.200000	  0.000000	  0.745343	  0.000000
652.440000	  0.000000	  0.729884	  0.000000
659.670000	  0.000000	  0.718774	  0.000000
666.910000	  0.000000	  0.738967	  0.000000
674.150000	  0.000000	  0.729176	  0.000000
681.390000	  0.000000	  0.717508	  0.000000
688.620000	  0.000000	  0.713886	  0.000000
695.860000	  0.000000	  0.691002	  0.000000
703.100000	  0.000000	  0.699812	  0.000000
709.680000	  0.000000	  0.696643	  0.000000
716.200000	  0.000000	  0.676750	  0.000000
722.720000	  0.000000	  0.665964	  0.000000
729.250000	  0.000000	  0.680520	  0.000000
735.770000	  0.000000	  0.676459	  0.000000
742.300000	  0.000000	  0.645986	  0.000000
748.820000	  0.000000	  0.639194	  0.000000
755.350000	  0.000000	  0.622004	  0.000000
761.870000	  0.000000	  0.608148	  0.000000
768.400000	  0.007783	  0.601844	  0.000000
774.920000	  0.024995	  0.612897	  0.000000
781.450000	  0.089011	  0.604340	  0.000000
787.980000	  0.257519	  0.587451	  0.000000
794.510000	  0.457004	  0.562573	  0.000000
801.040000	  0.494432	  0.539734	  0.000000
807.560000	  0.459639	  0.505765	  0.000000
814.090000	  0.452133	  0.499807	  0.000000
820.620000	  0.446976	  0.472511	  0.000000
827.150000	  0.451556	  0.341557	  0.000000
833.680000	  0.426881	  0.134888	  0.000000
840.220000	  0.421406	  0.045309	  0.000000
846.750000	  0.402987	  0.014686	  0.000000
853.280000	  0.365816	  0.006892	  0.000000
859.810000	  0.371529	  0.003327	  0.000000
866.340000	  0.335827	  0.000000	  0.000000
872.880000	  0.344724	  0.000000	  0.000000
879.410000	  0.330646	  0.000000	  0.000000
885.950000	  0.312236	  0.000000	  0.000000
892.480000	  0.296963	  0.000000	  0.000000
899.020000	  0.284951	  0.000000	  0.000000
905.550000	  0.264019	  0.000000	  0.000000
912.090000	  0.242023	  0.000000	  0.000000
918.620000	  0.219913	  0.000000	  0.000000
925.160000	  0.201244	  0.000000	  0.000000
931.700000	  0.187200	  0.000000	  0.000000
938.240000	  0.170440	  0.000000	  0.000000
944.770000	  0.156889	  0.000000	  0.000000
951.310000	  0.145431	  0.000000	  0.000000
957.850000	  0.134290	  0.000000	  0.000000
964.390000	  0.125016	  0.000000	  0.000000
970.930000	  0.116852	  0.000000	  0.000000
977.470000	  0.108563	  0.000000	  0.000000
984.010000	  0.100444	  0.000000	  0.000000
990.550000	  0.092411	  0.000000	  0.000000
997.100000	  0.084501	  0.000000	  0.000000
1003.640000	  0.076503	  0.000000	  0.000000
1010.180000	  0.060550	  0.000000	  0.000000
1047.200000	  0.037421	  0.000000	  0.000000
1053.750000	  0.000000	  0.000000	  0.000000
1060.300000	  0.000000	  0.000000	  0.000000
1066.850000	  0.000000	  0.000000	  0.000000
1073.410000	  0.000000	  0.000000	  0.000000
1079.960000	  0.000000	  0.000000	  0.000000
1086.510000	  0.000000	  0.000000	  0.000000
1093.070000	  0.000000	  0.000000	  0.000000
