377.580000	  0.000000	  0.000000	  0.000000	  0.000000
384.080000	  0.000000	  0.000000	  0.000000	  0.000000
390.590000	  0.000000	  0.000000	  0.000000	  0.000000
397.100000	  0.007910	  0.000000	  0.000000	  0.000000
403.600000	  0.014588	  0.000000	  0.000000	  0.000000
410.100000	  0.018534	  0.000000	  0.000000	  0.000000
416.610000	  0.024155	  0.000000	  0.000000	  0.000000
423.120000	  0.031213	  0.000000	  0.000000	  0.000000
429.620000	  0.033637	  0.000000	  0.000000	  0.000000
436.130000	  0.049331	  0.000000	  0.000000	  0.000000
442.630000	  0.061466	  0.000000	  0.000000	  0.000000
449.140000	  0.075964	  0.000000	  0.000000	  0.000000
455.640000	  0.088442	  0.000000	  0.000000	  0.000000
462.150000	  0.100582	  0.000000	  0.000000	  0.000000
468.650000	  0.110170	  0.000000	  0.000000	  0.000000
475.160000	  0.123004	  0.000000	  0.000000	  0.000000
481.670000	  0.135475	  0.000000	  0.000000	  0.000000
488.170000	  0.139781	  0.000000	  0.000000	  0.000000
494.680000	  0.156201	  0.000000	  0.000000	  0.000000
501.190000	  0.162014	  0.000000	  0.000000	  0.000000
507.700000	  0.174043	  0.000000	  0.000000	  0.000000
514.210000	  0.176013	  0.000000	  0.000000	  0.000000
520.720000	  0.189273	  0.000000	  0.000000	  0.000000
527.230000	  0.201237	  0.000000	  0.000000	  0.000000
533.740000	  0.217971	  0.000000	  0.000000	  0.000000
540.250000	  0.225250	  0.000000	  0.000000	  0.000000
546.760000	  0.245490	  0.000000	  0.000000	  0.000000
553.270000	  0.250132	  0.186979	  0.000000	  0.000000
559.780000	  0.249750	  0.277918	  0.000000	  0.000000
566.290000	  0.147157	  0.297704	  0.000000	  0.000000
572.810000	  0.000000	  0.316972	  0.000000	  0.000000
579.320000	  0.000000	  0.335237	  0.000000	  0.000000
585.830000	  0.000000	  0.347861	  0.000000	  0.000000
592.350000	  0.000000	  0.366060	  0.000000	  0.000000
598.860000	  0.000000	  0.382539	  0.000000	  0.000000
605.380000	  0.000000	  0.407286	  0.000000	  0.000000
611.890000	  0.000000	  0.411658	  0.000000	  0.000000
618.410000	  0.000000	  0.420044	  0.000000	  0.000000
624.920000	  0.000000	  0.422354	  0.000000	  0.000000
631.440000	  0.000000	  0.428150	  0.000000	  0.000000
637.960000	  0.000000	  0.434911	  0.000000	  0.000000
645.200000	  0.000000	  0.431697	  0.000000	  0.000000
652.440000	  0.000000	  0.430723	  0.000000	  0.000000
659.670000	  0.000000	  0.423824	  0.000000	  0.000000
666.910000	  0.000000	  0.432849	  0.000000	  0.000000
674.150000	  0.000000	  0.432270	  0.000000	  0.000000
681.390000	  0.000000	  0.430127	  0.000000	  0.000000
688.620000	  0.000000	  0.432322	  0.000000	  0.000000
695.860000	  0.000000	  0.438206	  0.000000	  0.000000
703.100000	  0.000000	  0.438309	  0.000000	  0.000000
709.680000	  0.000000	  0.450185	  0.000000	  0.000000
716.200000	  0.000000	  0.457608	  0.000000	  0.000000
722.720000	  0.000000	  0.468786	  0.000000	  0.000000
729.250000	  0.000000	  0.480129	  0.000000	  0.000000
735.770000	  0.000000	  0.482985	  0.000000	  0.000000
742.300000	  0.000000	  0.481295	  0.000000	  0.000000
748.820000	  0.000000	  0.484305	  0.000000	  0.000000
755.350000	  0.000000	  0.477244	  0.000000	  0.000000
761.870000	  0.000000	  0.482445	  0.000000	  0.000000
768.400000	  0.000000	  0.483563	  0.000000	  0.000000
774.920000	  0.000000	  0.489311	  0.000000	  0.000000
781.450000	  0.000000	  0.486052	  0.027769	  0.000000
787.980000	  0.000000	  0.483395	  0.330995	  0.000000
794.510000	  0.000000	  0.468944	  0.463107	  0.000000
801.040000	  0.000000	  0.248156	  0.487181	  0.000000
807.560000	  0.000000	  0.008781	  0.482112	  0.000000
814.090000	  0.000000	  0.000000	  0.471866	  0.000000
820.620000	  0.000000	  0.000000	  0.473417	  0.000000
827.150000	  0.000000	  0.000000	  0.465865	  0.000000
