377.580000	  0.000000	  0.000000	  0.000000	  0.000000	  0.072669	  0.000000	  0.000000
384.080000	  0.000000	  0.000000	  0.000000	  0.000000	  0.103746	  0.000000	  0.000000
390.590000	  0.000000	  0.000000	  0.000000	  0.000000	  0.118822	  0.000000	  0.000000
397.100000	  0.000000	  0.000000	  0.000000	  0.000000	  0.133701	  0.000000	  0.000000
403.600000	  0.000000	  0.000000	  0.000000	  0.000000	  0.149059	  0.000000	  0.000000
410.100000	  0.000000	  0.000000	  0.000000	  0.000000	  0.162177	  0.000000	  0.000000
416.610000	  0.000000	  0.000000	  0.000000	  0.000000	  0.175628	  0.000000	  0.000000
423.120000	  0.000000	  0.000000	  0.000000	  0.000000	  0.190544	  0.000000	  0.000000
429.620000	  0.000000	  0.000000	  0.000000	  0.000000	  0.206553	  0.000000	  0.000000
436.130000	  0.000000	  0.000000	  0.000000	  0.000000	  0.231029	  0.000000	  0.000000
442.630000	  0.000000	  0.000000	  0.000000	  0.000000	  0.257051	  0.000000	  0.000000
449.140000	  0.000000	  0.000000	  0.000000	  0.000000	  0.280771	  0.000000	  0.000000
455.640000	  0.000000	  0.000000	  0.000000	  0.000000	  0.298916	  0.000000	  0.000000
462.150000	  0.000000	  0.000000	  0.000000	  0.017517	  0.307113	  0.000000	  0.000000
468.650000	  0.000000	  0.000000	  0.000000	  0.025474	  0.289946	  0.000000	  0.000000
475.160000	  0.000000	  0.000000	  0.000000	  0.079949	  0.234910	  0.000000	  0.000000
481.670000	  0.000000	  0.000000	  0.000000	  0.155193	  0.168150	  0.000000	  0.000000
488.170000	  0.000000	  0.000000	  0.000000	  0.227689	  0.114080	  0.000000	  0.000000
494.680000	  0.000000	  0.000000	  0.000000	  0.301874	  0.067841	  0.000000	  0.000000
501.190000	  0.000000	  0.000000	  0.000000	  0.376843	  0.032565	  0.000000	  0.000000
507.700000	  0.000000	  0.000000	  0.000000	  0.450768	  0.014746	  0.000000	  0.000000
514.210000	  0.000000	  0.000000	  0.000000	  0.516361	  0.000000	  0.000000	  0.000000
520.720000	  0.000000	  0.000000	  0.000000	  0.561018	  0.000000	  0.000000	  0.000000
527.230000	  0.000000	  0.000000	  0.000000	  0.589694	  0.000000	  0.000000	  0.000000
533.740000	  0.000000	  0.000000	  0.000000	  0.605321	  0.000000	  0.000000	  0.000000
540.250000	  0.000000	  0.000000	  0.000000	  0.606223	  0.000000	  0.000000	  0.000000
546.760000	  0.012868	  0.000000	  0.000000	  0.601756	  0.000000	  0.000000	  0.000000
553.270000	  0.019817	  0.000000	  0.000000	  0.582277	  0.000000	  0.019804	  0.019834
559.780000	  0.034413	  0.000000	  0.000000	  0.548690	  0.000000	  0.034317	  0.034559
566.290000	  0.078438	  0.000000	  0.000000	  0.502013	  0.000000	  0.078548	  0.078736
572.810000	  0.147628	  0.000000	  0.000000	  0.434739	  0.000000	  0.147818	  0.148052
579.320000	  0.243522	  0.000000	  0.000000	  0.352571	  0.000000	  0.242959	  0.242657
585.830000	  0.378950	  0.000000	  0.000000	  0.256250	  0.000000	  0.361290	  0.345184
592.350000	  0.554246	  0.000000	  0.000000	  0.158804	  0.000000	  0.495837	  0.440652
598.860000	  0.722432	  0.000000	  0.000000	  0.079402	  0.000000	  0.626113	  0.534372
605.380000	  0.820859	  0.000000	  0.000000	  0.034013	  0.000000	  0.700979	  0.611002
611.890000	  0.878054	  0.000000	  0.000000	  0.014346	  0.000000	  0.743651	  0.658704
618.410000	  0.914946	  0.000000	  0.000000	  0.006525	  0.000000	  0.784935	  0.691930
624.920000	  0.952533	  0.000000	  0.000000	  0.000000	  0.000000	  0.814793	  0.719345
631.440000	  0.981128	  0.000000	  0.000000	  0.000000	  0.000000	  0.837926	  0.741859
637.960000	  0.992424	  0.000000	  0.000000	  0.000000	  0.000000	  0.861009	  0.761909
645.200000	  0.989252	  0.000000	  0.000000	  0.000000	  0.000000	  0.882254	  0.773404
652.440000	  0.991039	  0.000000	  0.000000	  0.000000	  0.000000	  0.897394	  0.779726
659.670000	  0.998543	  0.000000	  0.000000	  0.000000	  0.000000	  0.903764	  0.782215
666.910000	  0.989097	  0.000000	  0.000000	  0.000000	  0.000000	  0.909315	  0.787792
674.150000	  0.976660	  0.000000	  0.000000	  0.000000	  0.000000	  0.903760	  0.779997
681.390000	  0.965334	  0.000000	  0.000000	  0.000000	  0.000000	  0.891316	  0.766981
688.620000	  0.959156	  0.000000	  0.000000	  0.000000	  0.000000	  0.880528	  0.762534
695.860000	  0.954175	  0.000000	  0.005732	  0.000000	  0.000000	  0.871769	  0.759656
703.100000	  0.948327	  0.000000	  0.022884	  0.000000	  0.000000	  0.859642	  0.758240
709.680000	  0.940306	  0.000000	  0.076817	  0.000000	  0.000000	  0.844536	  0.755521
716.200000	  0.932451	  0.000000	  0.167765	  0.000000	  0.000000	  0.829776	  0.747544
722.720000	  0.925088	  0.000000	  0.276809	  0.000000	  0.000000	  0.814712	  0.738331
729.250000	  0.918134	  0.000000	  0.380319	  0.000000	  0.000000	  0.794666	  0.729734
735.770000	  0.912387	  0.000000	  0.476834	  0.000000	  0.000000	  0.768077	  0.721324
742.300000	  0.899477	  0.000000	  0.562251	  0.000000	  0.000000	  0.734300	  0.702966
748.820000	  0.866291	  0.000000	  0.610896	  0.000000	  0.000000	  0.688027	  0.665477
755.350000	  0.766319	  0.000000	  0.559201	  0.000000	  0.000000	  0.591563	  0.590174
761.870000	  0.634093	  0.000000	  0.461532	  0.000000	  0.000000	  0.499850	  0.499857
768.400000	  0.476150	  0.000000	  0.348167	  0.000000	  0.000000	  0.408843	  0.408681
774.920000	  0.312711	  0.000000	  0.250041	  0.000000	  0.000000	  0.302444	  0.302540
781.450000	  0.203483	  0.000000	  0.162279	  0.000000	  0.000000	  0.203443	  0.203476
787.980000	  0.115890	  0.000000	  0.086948	  0.000000	  0.000000	  0.000000	  0.116097
794.510000	  0.055616	  0.000000	  0.038822	  0.000000	  0.000000	  0.000000	  0.055901
801.040000	  0.026794	  0.000000	  0.014327	  0.000000	  0.000000	  0.000000	  0.026873
807.560000	  0.010307	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.010375
814.090000	  0.002818	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.002831
820.620000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
827.150000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
833.680000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
840.220000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
846.750000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
853.280000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
859.810000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
866.340000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
872.880000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
879.410000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
885.950000	  0.000000	  0.007075	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
892.480000	  0.000000	  0.010993	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
899.020000	  0.000000	  0.023196	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
905.550000	  0.000000	  0.058394	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
912.090000	  0.000000	  0.097800	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
918.620000	  0.000000	  0.143720	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
925.160000	  0.000000	  0.182944	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
931.700000	  0.000000	  0.213989	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
938.240000	  0.000000	  0.236425	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
944.770000	  0.000000	  0.246312	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
951.310000	  0.000000	  0.237362	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
957.850000	  0.000000	  0.223772	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
964.390000	  0.000000	  0.209970	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
970.930000	  0.000000	  0.195429	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
