377.580000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000263	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
384.080000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000111	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
390.590000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000109	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
397.100000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000103	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
403.600000	  0.000513	  0.000357	  0.000150	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000139	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
410.100000	  0.000534	  0.000380	  0.000126	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000167	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
416.610000	  0.006902	  0.000546	  0.000205	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000212	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
423.120000	  0.106394	  0.003778	  0.001579	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.004305	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
429.620000	  0.152127	  0.005778	  0.002009	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.124510	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
436.130000	  0.175960	  0.007633	  0.002203	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.199232	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
442.630000	  0.202935	  0.009742	  0.002307	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.225770	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
449.140000	  0.223551	  0.011844	  0.002378	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.239498	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
455.640000	  0.239096	  0.015471	  0.002652	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.043937	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
462.150000	  0.251730	  0.023340	  0.003508	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000233	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
